features.hero_position,features.pot_bb,features.to_call_bb,features.effective_stack_bb,features.can_check,features.can_call,features.can_raise,features.players_active,features.equity_win,features.call_max_bb,features.call_margin_bb
BB,133.0,22.0,100.0,0.0,1.0,0.0,3.0,0.330556,65.67233106876752,43.67233106876752
HJ,104.5,2.0,100.0,0.0,1.0,0.0,3.0,0.708333,253.78530481679448,251.78530481679448
BTN,158.7,24.1,100.0,0.0,1.0,0.0,4.0,0.358333,88.62454684439125,64.52454684439124
SB,42.0,25.0,100.0,0.0,1.0,1.0,4.0,0.379167,25.651043034117063,0.6510430341170625
BB,7.0,0.0,100.0,0.0,0.0,0.0,4.0,0.304167,3.059885058627573,3.059885058627573
UTG,103.5,2.0,100.0,0.0,1.0,0.0,2.0,0.6125,163.5967741935484,161.5967741935484
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.454167,3.328248750075572,0.3282487500755722
UTG,37.5,0.0,100.0,0.0,0.0,1.0,4.0,0.372917,22.30069623957275,22.30069623957275
BB,9.0,0.0,100.0,0.0,0.0,0.0,5.0,0.1975,2.2149532710280373,2.2149532710280373
HJ,158.0,28.0,100.0,0.0,1.0,0.0,4.0,0.604167,241.1582308700892,213.1582308700892
BTN,105.0,2.5,100.0,0.0,1.0,0.0,3.0,0.479167,96.6001290240826,94.1001290240826
BB,133.0,22.0,100.0,0.0,1.0,0.0,3.0,0.433333,101.70574429073864,79.70574429073864
BTN,44.1,0.0,100.0,0.0,0.0,0.0,4.0,0.377083,26.69594873795386,26.69594873795386
BB,185.0,34.0,100.0,0.0,1.0,0.0,5.0,0.295833,77.72176912578978,43.72176912578978
CO,113.0,0.0,100.0,0.0,0.0,0.0,3.0,0.445833,90.90965178366808,90.90965178366808
HJ,110.0,6.5,100.0,0.0,1.0,0.0,3.0,0.469444,97.32966925263308,90.82966925263308
BTN,20.9,14.0,100.0,0.0,1.0,0.0,4.0,0.308333,9.316852907540769,-4.683147092459231
SB,123.0,20.0,100.0,0.0,1.0,0.0,3.0,0.633333,212.45424049614505,192.45424049614505
HJ,123.0,14.0,100.0,0.0,1.0,0.0,4.0,0.325,59.22222222222222,45.22222222222222
UTG,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.6375,2.637931034482758,2.637931034482758
BB,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.583333,142.0998051201559,141.0998051201559
BTN,110.0,6.5,100.0,0.0,1.0,0.0,4.0,0.309028,49.19603109822107,42.69603109822107
BB,131.0,14.5,100.0,0.0,1.0,0.0,4.0,0.53125,148.46666666666667,133.96666666666667
SB,13.0,10.0,100.0,0.0,1.0,1.0,2.0,0.658333,25.048743367079634,15.048743367079634
BB,47.8,0.0,100.0,0.0,0.0,1.0,5.0,0.229444,14.233129324799236,14.233129324799236
CO,146.79999999999998,25.2,100.0,0.0,1.0,0.0,5.0,0.289167,59.718268003877135,34.51826800387714
BB,110.0,6.5,100.0,0.0,1.0,0.0,4.0,0.635417,191.7145615675992,185.2145615675992
SB,135.5,23.0,100.0,0.0,1.0,0.0,4.0,0.6,203.25,180.25
BB,135.5,17.5,100.0,0.0,1.0,0.0,3.0,0.491667,131.0575518410176,113.55755184101761
BB,116.0,13.5,100.0,0.0,1.0,0.0,3.0,0.345833,61.324750407770495,47.824750407770495
BB,1.0,0.0,100.0,1.0,0.0,0.0,2.0,0.6625,1.9629629629629628,1.9629629629629628
BB,134.0,15.0,100.0,0.0,1.0,0.0,5.0,0.370833,78.98001961323465,63.980019613234646
SB,153.0,0.0,100.0,0.0,0.0,0.0,5.0,0.380833,94.1061926749972,94.1061926749972
CO,47.8,25.2,100.0,0.0,1.0,1.0,4.0,0.375,28.68,3.4800000000000004
BB,131.0,14.5,100.0,0.0,1.0,0.0,4.0,0.466667,114.62515351572094,100.12515351572094
BTN,129.0,21.0,100.0,0.0,1.0,0.0,3.0,0.752778,392.7982218410982,371.7982218410982
BB,147.0,15.0,100.0,0.0,1.0,0.0,5.0,0.268333,53.91107019996801,38.91107019996801
BB,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.211111,27.697164620117658,25.697164620117658
CO,144.5,29.0,100.0,0.0,1.0,0.0,3.0,0.384722,90.35318831487557,61.35318831487557
SB,112.5,11.5,100.0,0.0,1.0,0.0,2.0,0.641667,201.45378042212133,189.95378042212133
CO,124.3,22.0,100.0,0.0,1.0,0.0,3.0,0.455556,104.0063088214766,82.0063088214766
BB,9.0,0.0,100.0,0.0,0.0,0.0,5.0,0.2975,3.811387900355872,3.811387900355872
HJ,3.5,0.0,100.0,0.0,0.0,0.0,2.0,0.8125,15.166666666666666,15.166666666666666
UTG,59.5,0.0,100.0,0.0,0.0,1.0,5.0,0.3,25.5,25.5
SB,58.0,0.0,100.0,0.0,0.0,1.0,3.0,0.470833,51.60623016930384,51.60623016930384
BB,30.5,0.0,100.0,0.0,0.0,0.0,4.0,0.325,14.685185185185183,14.685185185185183
UTG,22.0,0.0,100.0,0.0,0.0,1.0,3.0,0.495833,21.63633478589436,21.63633478589436
BB,114.5,9.5,100.0,0.0,1.0,0.0,5.0,0.504167,116.42452499127732,106.92452499127732
BB,7.0,0.0,100.0,0.0,0.0,0.0,4.0,0.635417,12.200017554301764,12.200017554301764
CO,130.8,21.0,100.0,0.0,1.0,0.0,4.0,0.635417,227.9660423003816,206.9660423003816
BTN,110.0,6.5,100.0,0.0,1.0,0.0,4.0,0.302083,47.6118650211988,41.1118650211988
HJ,139.0,0.0,100.0,0.0,0.0,0.0,4.0,0.341667,72.1393474123278,72.1393474123278
SB,6.1,0.0,100.0,0.0,0.0,0.0,3.0,0.466667,5.337507148441967,5.337507148441967
CO,135.9,34.4,100.0,0.0,1.0,0.0,2.0,0.566667,177.71562585817375,143.31562585817375
BB,47.8,31.0,100.0,0.0,1.0,0.0,3.0,0.5,47.8,16.799999999999997
HJ,36.0,0.0,100.0,0.0,0.0,0.0,5.0,0.266667,13.09093140496882,13.09093140496882
BB,121.0,15.0,100.0,0.0,1.0,0.0,5.0,0.319444,56.79580225580261,41.79580225580261
HJ,14.8,12.3,100.0,0.0,1.0,1.0,2.0,0.854167,86.68594625359144,74.38594625359144
BB,5.0,0.0,100.0,0.0,0.0,0.0,3.0,0.452778,4.137059548044487,4.137059548044487
BTN,82.9,0.0,100.0,0.0,0.0,1.0,4.0,0.41875,59.7236559139785,59.7236559139785
SB,105.5,2.0,100.0,0.0,1.0,0.0,4.0,0.308333,47.03004697347134,45.03004697347134
SB,163.0,25.0,100.0,0.0,1.0,0.0,4.0,0.358333,91.02584206449762,66.02584206449762
BTN,105.0,2.5,100.0,0.0,1.0,0.0,3.0,0.470833,93.42507185822248,90.92507185822248
BTN,136.0,24.0,100.0,0.0,1.0,0.0,4.0,0.635417,237.0289124835772,213.0289124835772
BTN,122.0,9.5,100.0,0.0,1.0,0.0,4.0,0.323611,58.369580226763,48.869580226763
SB,116.0,13.0,100.0,0.0,1.0,0.0,3.0,0.4625,99.8139534883721,86.8139534883721
SB,15.0,0.0,100.0,0.0,0.0,1.0,4.0,0.2625,5.338983050847458,5.338983050847458
BB,10.0,0.0,100.0,0.0,0.0,1.0,3.0,0.409722,6.941170092735964,6.941170092735964
UTG,46.0,0.0,100.0,0.0,0.0,1.0,4.0,0.4,30.66666666666667,30.66666666666667
SB,143.0,21.0,100.0,0.0,1.0,0.0,3.0,0.666667,286.000429000429,265.000429000429
BB,47.8,0.0,100.0,0.0,0.0,1.0,5.0,0.204167,12.262852382346546,12.262852382346546
BB,18.1,12.5,100.0,0.0,1.0,1.0,4.0,0.5375,21.03513513513513,8.535135135135128
CO,104.6,2.3,100.0,0.0,1.0,0.0,3.0,0.5,104.6,102.3
BB,11.0,0.0,100.0,0.0,0.0,1.0,3.0,0.248611,3.639554212265551,3.639554212265551
BTN,137.6,0.0,100.0,0.0,0.0,0.0,4.0,0.445833,110.70060252595334,110.70060252595334
BTN,62.0,0.0,100.0,0.0,0.0,0.0,5.0,0.239167,19.489630444525933,19.489630444525933
CO,103.8,2.3,100.0,0.0,1.0,0.0,2.0,0.6625,203.75555555555556,201.45555555555555
BTN,113.0,9.5,100.0,0.0,1.0,0.0,3.0,0.5125,118.79487179487175,109.29487179487175
HJ,123.0,14.0,100.0,0.0,1.0,0.0,4.0,0.331944,61.11630162740848,47.11630162740848
BB,163.0,25.0,100.0,0.0,1.0,0.0,4.0,0.579167,224.32703946696196,199.32703946696196
CO,22.0,0.0,100.0,0.0,0.0,0.0,4.0,0.541667,26.000034909116295,26.000034909116295
BTN,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.554167,1.864488496813829,1.864488496813829
BTN,122.0,11.0,100.0,0.0,1.0,0.0,3.0,0.463889,105.56481400307028,94.56481400307028
BTN,16.0,11.0,100.0,0.0,1.0,0.0,3.0,0.454167,13.312995000302289,2.3129950003022888
SB,103.0,3.0,100.0,0.0,1.0,0.0,2.0,0.575,139.35294117647055,136.35294117647055
BB,29.5,0.0,100.0,0.0,0.0,1.0,4.0,0.570833,39.23781068907908,39.23781068907908
BTN,57.7,0.0,100.0,0.0,0.0,0.0,4.0,0.441667,45.64334527960912,45.64334527960912
BTN,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.470833,4.893694240192605,4.893694240192605
HJ,14.8,12.3,100.0,0.0,1.0,1.0,2.0,0.795833,57.68967756787337,45.38967756787336
BB,116.0,6.5,100.0,0.0,1.0,0.0,5.0,0.195833,28.248644871028034,21.748644871028034
SB,139.1,24.1,100.0,0.0,1.0,0.0,5.0,0.475,125.85238095238093,101.75238095238092
UTG,116.0,12.0,100.0,0.0,1.0,0.0,4.0,0.570833,154.29105220112453,142.29105220112453
BB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.391667,3.5411008444388186,3.5411008444388186
BB,160.0,15.0,100.0,0.0,1.0,0.0,5.0,0.358333,89.35051981791179,74.35051981791179
BB,5.0,0.0,100.0,0.0,0.0,0.0,3.0,0.475,4.523809523809524,4.523809523809524
BB,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.381944,63.96055373623104,61.96055373623104
BB,103.8,2.3,100.0,0.0,1.0,0.0,3.0,0.395833,68.00680176176455,65.70680176176455
BB,217.0,34.0,100.0,0.0,1.0,0.0,5.0,0.608333,337.0420816663135,303.0420816663135
HJ,139.0,13.0,100.0,0.0,1.0,0.0,4.0,0.466667,121.6251628907268,108.6251628907268
SB,6.1,0.0,100.0,0.0,0.0,0.0,3.0,0.691667,13.683805171681268,13.683805171681268
SB,15.0,0.0,100.0,0.0,0.0,0.0,3.0,0.256944,5.18690381344071,5.18690381344071
BTN,181.8,24.1,100.0,0.0,1.0,0.0,5.0,0.381944,112.34810308451016,88.24810308451015
SB,103.0,3.0,100.0,0.0,1.0,0.0,2.0,0.520833,111.9563722042628,108.9563722042628
BB,49.0,0.0,100.0,0.0,0.0,1.0,5.0,0.216667,13.553218107752386,13.553218107752386
BTN,120.5,9.5,100.0,0.0,1.0,0.0,3.0,0.455556,100.82671128711128,91.32671128711128
SB,110.0,6.5,100.0,0.0,1.0,0.0,4.0,0.658333,211.9509054137508,205.4509054137508
SB,133.0,15.0,100.0,0.0,1.0,0.0,4.0,0.266667,48.36371880169036,33.36371880169036
SB,149.0,30.0,100.0,0.0,1.0,0.0,5.0,0.319444,69.93863252987263,39.938632529872635
BB,39.5,26.0,100.0,0.0,1.0,0.0,3.0,0.413889,27.893377704905724,1.893377704905724
UTG,130.5,0.0,100.0,0.0,0.0,0.0,4.0,0.3125,59.31818181818182,59.31818181818182
HJ,105.0,2.0,100.0,0.0,1.0,0.0,3.0,0.666667,210.000315000315,208.000315000315
BTN,115.5,7.5,100.0,0.0,1.0,0.0,3.0,0.666667,231.00034650034647,223.50034650034647
CO,30.3,0.0,100.0,0.0,0.0,1.0,3.0,0.379167,18.505395331755885,18.505395331755885
HJ,132.0,28.0,100.0,0.0,1.0,0.0,4.0,0.604167,201.4739650307074,173.4739650307074
BB,118.5,14.0,100.0,0.0,1.0,0.0,4.0,0.6,177.74999999999997,163.74999999999997
SB,6.1,0.0,100.0,0.0,0.0,0.0,3.0,0.383333,3.791886544926191,3.791886544926191
CO,105.1,2.3,100.0,0.0,1.0,0.0,3.0,0.658333,202.5094559907746,200.2094559907746
BB,103.0,2.0,100.0,0.0,1.0,0.0,3.0,0.3,44.142857142857146,42.142857142857146
BTN,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.795833,13.642829154564646,11.642829154564646
SB,123.0,11.5,100.0,0.0,1.0,0.0,3.0,0.716667,311.118157786068,299.618157786068
BTN,122.5,7.5,100.0,0.0,1.0,0.0,4.0,0.635417,213.50030720028087,206.00030720028087
CO,3.5,0.0,100.0,0.0,0.0,0.0,2.0,0.866667,22.75006562516406,22.75006562516406
SB,103.8,2.3,100.0,0.0,1.0,0.0,3.0,0.519444,112.19980023139864,109.89980023139864
BB,121.0,15.0,100.0,0.0,1.0,0.0,5.0,0.283333,47.83713077342755,32.83713077342755
BB,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.729167,273.26969202423635,272.26969202423635
BB,1.0,0.0,100.0,1.0,0.0,0.0,2.0,0.516667,1.0689669441151337,1.0689669441151337
SB,7.5,0.0,100.0,0.0,0.0,0.0,4.0,0.308333,3.343368268256256,3.343368268256256
SB,1.5,1.0,100.0,0.0,1.0,0.0,1.0,0.608333,2.3297839746519364,1.3297839746519364
BTN,129.0,21.0,100.0,0.0,1.0,0.0,3.0,0.475,116.71428571428572,95.71428571428572
UTG,107.0,2.0,100.0,0.0,1.0,0.0,4.0,0.295833,44.952590791673,42.952590791673
CO,45.1,0.0,100.0,0.0,0.0,1.0,3.0,0.445833,36.28340969418965,36.28340969418965
BTN,47.9,25.8,100.0,0.0,1.0,1.0,4.0,0.379167,29.25440384129065,3.454403841290649
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.620833,6.54944127521646,3.54944127521646
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.645833,7.294107017311042,4.294107017311042
BB,4.0,3.0,100.0,0.0,1.0,0.0,2.0,0.558333,5.056596938417404,2.056596938417404
BB,122.0,16.0,100.0,0.0,1.0,0.0,5.0,0.333333,60.99990850004575,44.99990850004575
BB,58.0,37.0,100.0,0.0,1.0,1.0,5.0,0.444444,46.39991648006682,9.399916480066821
UTG,106.0,2.0,100.0,0.0,1.0,0.0,4.0,0.621528,174.07355894227314,172.07355894227314
CO,157.5,0.0,100.0,0.0,0.0,0.0,5.0,0.301667,68.03710049503604,68.03710049503604
HJ,160.5,34.0,100.0,0.0,1.0,0.0,4.0,0.602083,242.85044745512255,208.85044745512255
CO,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.566667,1.9615411242624037,1.9615411242624037
BTN,123.0,9.5,100.0,0.0,1.0,0.0,5.0,0.316667,57.00008780492088,47.50008780492088
BB,114.5,9.5,100.0,0.0,1.0,0.0,5.0,0.279167,44.34400408971287,34.84400408971287
HJ,130.5,21.0,100.0,0.0,1.0,0.0,4.0,0.6125,206.27419354838716,185.27419354838716
BB,132.0,15.0,100.0,0.0,1.0,0.0,4.0,0.44375,105.30337078651684,90.30337078651684
BB,110.0,6.5,100.0,0.0,1.0,0.0,4.0,0.345833,58.15278055909271,51.65278055909271
CO,23.1,13.1,100.0,0.0,1.0,1.0,3.0,0.552778,28.55219957873271,15.452199578732712
SB,75.4,0.0,100.0,0.0,0.0,0.0,4.0,0.2875,30.42456140350877,30.42456140350877
BB,46.5,0.0,100.0,0.0,0.0,1.0,5.0,0.414167,32.874156116162794,32.874156116162794
CO,1.5,0.0,100.0,0.0,0.0,0.0,1.0,0.458333,1.269229065089806,1.269229065089806
SB,153.0,34.0,100.0,0.0,1.0,0.0,5.0,0.280833,59.74613545949689,25.74613545949689
SB,20.0,0.0,100.0,0.0,0.0,0.0,4.0,0.44375,15.95505617977528,15.95505617977528
SB,40.0,24.0,100.0,0.0,1.0,1.0,3.0,0.470833,35.59050356503713,11.590503565037132
BB,136.0,16.0,100.0,0.0,1.0,0.0,5.0,0.608333,211.2337470351089,195.2337470351089
SB,124.0,14.0,100.0,0.0,1.0,0.0,5.0,0.256944,42.87840485777654,28.878404857776538
UTG,155.0,35.0,100.0,0.0,1.0,0.0,3.0,0.5,155.0,120.0
UTG,106.0,2.0,100.0,0.0,1.0,0.0,4.0,0.53125,120.13333333333334,118.13333333333334
SB,181.8,24.1,100.0,0.0,1.0,0.0,5.0,0.575,245.9647058823529,221.8647058823529
BB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.495833,3.4421441704831928,1.4421441704831928
HJ,51.1,0.0,100.0,0.0,0.0,1.0,5.0,0.223611,14.717521886580052,14.717521886580052
CO,18.1,12.5,100.0,0.0,1.0,1.0,3.0,0.4,12.066666666666668,-0.4333333333333318
HJ,108.0,2.0,100.0,0.0,1.0,0.0,5.0,0.414167,76.35287872141036,74.35287872141036
BB,144.0,28.0,100.0,0.0,1.0,0.0,4.0,0.416667,102.85728391844796,74.85728391844796
BB,125.0,18.0,100.0,0.0,1.0,0.0,3.0,0.4875,118.90243902439023,100.90243902439023
BB,130.0,14.0,100.0,0.0,1.0,0.0,4.0,0.6125,205.48387096774195,191.48387096774195
BB,128.5,14.0,100.0,0.0,1.0,0.0,3.0,0.665278,255.40066980957337,241.40066980957337
BB,144.5,28.0,100.0,0.0,1.0,0.0,4.0,0.602083,218.64105705461196,190.64105705461196
SB,114.5,12.0,100.0,0.0,1.0,0.0,3.0,0.647222,210.0667246823781,198.0667246823781
SB,123.0,20.0,100.0,0.0,1.0,0.0,3.0,0.529167,138.23912300114904,118.23912300114904
BB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.477778,5.031919375284841,5.031919375284841
BB,7.899999999999999,0.0,100.0,0.0,0.0,0.0,4.0,0.329167,3.876403367156952,3.876403367156952
BB,36.5,23.0,100.0,0.0,1.0,1.0,3.0,0.45,29.863636363636363,6.863636363636363
BB,36.5,23.0,100.0,0.0,1.0,1.0,3.0,0.466667,31.93754277346423,8.93754277346423
CO,47.9,0.0,100.0,0.0,0.0,1.0,4.0,0.281944,18.807889078289158,18.807889078289158
BB,7.899999999999999,0.0,100.0,0.0,0.0,0.0,4.0,0.341667,4.100006075952442,4.100006075952442
BB,209.6,31.2,100.0,0.0,1.0,0.0,5.0,0.295833,88.05666383116505,56.85666383116505
UTG,32.0,0.0,100.0,0.0,0.0,1.0,3.0,0.475,28.95238095238095,28.95238095238095
SB,7.5,0.0,100.0,0.0,0.0,0.0,4.0,0.229167,2.2297339371822438,2.2297339371822438
SB,130.0,0.0,100.0,0.0,0.0,0.0,3.0,0.384722,81.28660540438631,81.28660540438631
HJ,103.5,2.0,100.0,0.0,1.0,0.0,2.0,0.454167,86.11843640820544,84.11843640820544
BB,116.5,14.0,100.0,0.0,1.0,0.0,3.0,0.4,77.66666666666667,63.66666666666667
BB,15.5,0.0,100.0,0.0,0.0,1.0,3.0,0.4375,12.055555555555555,12.055555555555555
CO,117.5,14.0,100.0,0.0,1.0,0.0,3.0,0.695833,268.8009465195107,254.80094651951072
SB,120.0,15.0,100.0,0.0,1.0,0.0,4.0,0.295833,50.4141205140258,35.4141205140258
BB,180.4,31.2,100.0,0.0,1.0,0.0,5.0,0.504167,183.43217736616967,152.23217736616968
BB,130.3,14.0,100.0,0.0,1.0,0.0,4.0,0.29375,54.19557522123894,40.19557522123894
BTN,122.5,7.5,100.0,0.0,1.0,0.0,4.0,0.3125,55.68181818181818,48.18181818181818
UTG,32.0,0.0,100.0,0.0,0.0,1.0,3.0,0.633333,55.27264793395644,55.27264793395644
BTN,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.854167,20.50005485726825,18.50005485726825
SB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.333333,2.749995875002062,2.749995875002062
BB,136.0,16.0,100.0,0.0,1.0,0.0,5.0,0.265833,49.2439567564328,33.2439567564328
CO,3.5,0.0,100.0,0.0,0.0,0.0,2.0,0.5875,4.984848484848485,4.984848484848485
UTG,148.5,26.0,100.0,0.0,1.0,0.0,5.0,0.230833,44.56600517182875,18.56600517182875
BB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.416667,3.9285768163296098,3.9285768163296098
SB,177.2,30.1,100.0,0.0,1.0,0.0,5.0,0.266667,64.4364734711243,34.3364734711243
SB,132.0,0.0,100.0,0.0,0.0,0.0,4.0,0.31875,61.761467889908246,61.761467889908246
BTN,16.0,13.0,100.0,0.0,1.0,1.0,2.0,0.6875,35.2,22.200000000000003
BB,7.0,0.0,100.0,0.0,0.0,0.0,4.0,0.452083,5.775657626976349,5.775657626976349
HJ,106.0,2.0,100.0,0.0,1.0,0.0,4.0,0.366667,61.368509141320615,59.368509141320615
BTN,136.6,24.1,100.0,0.0,1.0,0.0,4.0,0.570833,181.6910149196001,157.5910149196001
CO,19.1,14.0,100.0,0.0,1.0,0.0,3.0,0.463889,16.52695038900526,2.526950389005261
SB,123.0,20.0,100.0,0.0,1.0,0.0,3.0,0.716667,311.118157786068,291.118157786068
BB,118.5,14.5,100.0,0.0,1.0,0.0,4.0,0.452083,97.77363268524248,83.27363268524248
BTN,82.0,0.0,100.0,0.0,0.0,1.0,4.0,0.377083,49.6387255444947,49.6387255444947
CO,117.3,7.5,100.0,0.0,1.0,0.0,4.0,0.579167,161.43289404585664,153.93289404585664
HJ,106.0,2.0,100.0,0.0,1.0,0.0,4.0,0.273611,39.92731993463558,37.92731993463558
SB,120.0,15.0,100.0,0.0,1.0,0.0,4.0,0.220833,34.01062930026554,19.010629300265542
HJ,18.0,13.0,100.0,0.0,1.0,1.0,3.0,0.445833,14.481183469964828,1.4811834699648276
HJ,108.0,2.0,100.0,0.0,1.0,0.0,5.0,0.314167,49.47273753231471,47.47273753231471
BB,185.0,34.0,100.0,0.0,1.0,0.0,5.0,0.366667,107.10541689758789,73.10541689758789
HJ,127.5,13.5,100.0,0.0,1.0,0.0,3.0,0.458333,107.88447053263351,94.38447053263351
CO,104.6,2.3,100.0,0.0,1.0,0.0,3.0,0.666667,209.2003138003138,206.9003138003138
SB,49.6,0.0,100.0,0.0,0.0,0.0,4.0,0.333333,24.7999628000186,24.7999628000186
BTN,3.8,2.3,100.0,0.0,1.0,0.0,2.0,0.675,7.892307692307694,5.592307692307694
BB,103.5,2.0,100.0,0.0,1.0,0.0,3.0,0.225,30.0483870967742,28.0483870967742
SB,177.2,30.1,100.0,0.0,1.0,0.0,5.0,0.508333,183.2065353176032,153.1065353176032
SB,122.0,11.0,100.0,0.0,1.0,0.0,3.0,0.436111,94.35463717150007,83.35463717150007
BB,176.0,31.0,100.0,0.0,1.0,0.0,4.0,0.570833,234.09676885687855,203.09676885687855
SB,110.0,6.5,100.0,0.0,1.0,0.0,4.0,0.2875,44.3859649122807,37.8859649122807
UTG,134.0,15.0,100.0,0.0,1.0,0.0,5.0,0.516667,143.24157051142794,128.24157051142794
SB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.75,10.5,8.5
SB,162.2,40.2,100.0,0.0,1.0,0.0,3.0,0.666667,324.4004866004866,284.2004866004866
BTN,30.0,0.0,100.0,0.0,0.0,0.0,4.0,0.419444,21.674601588821744,21.674601588821744
BB,107.0,2.0,100.0,0.0,1.0,0.0,5.0,0.320833,50.54593494678039,48.54593494678039
BTN,16.0,11.0,100.0,0.0,1.0,0.0,3.0,0.465278,13.922090357232358,2.922090357232358
BB,41.0,28.0,100.0,0.0,1.0,1.0,3.0,0.477778,37.510671706668816,9.510671706668816
SB,62.0,0.0,100.0,0.0,0.0,0.0,4.0,0.258333,21.59546804698065,21.59546804698065
SB,120.0,15.0,100.0,0.0,1.0,0.0,4.0,0.402083,80.69675222480711,65.69675222480711
UTG,110.0,6.5,100.0,0.0,1.0,0.0,3.0,0.475,99.52380952380952,93.02380952380952
BB,110.0,6.5,100.0,0.0,1.0,0.0,4.0,0.377083,66.58853426700507,60.08853426700507
BTN,105.0,2.5,100.0,0.0,1.0,0.0,3.0,0.469444,92.90559337751338,90.40559337751338
BB,112.8,12.3,100.0,0.0,1.0,0.0,2.0,0.566667,147.50789254453275,135.20789254453274
HJ,133.7,29.2,100.0,0.0,1.0,0.0,4.0,0.44375,106.65955056179772,77.45955056179771
BB,118.6,14.0,100.0,0.0,1.0,0.0,4.0,0.621528,194.7653216089961,180.7653216089961
BB,57.0,35.0,100.0,0.0,1.0,0.0,5.0,0.293056,23.628734383487235,-11.371265616512765
HJ,144.5,28.0,100.0,0.0,1.0,0.0,4.0,0.452083,119.22607529972603,91.22607529972603
SB,10.0,0.0,100.0,0.0,0.0,1.0,3.0,0.333333,4.99999250000375,4.99999250000375
SB,103.0,3.0,100.0,0.0,1.0,0.0,2.0,0.491667,99.62308368726802,96.62308368726802
BB,144.5,28.0,100.0,0.0,1.0,0.0,4.0,0.202083,36.59653009022242,8.596530090222423
CO,23.5,0.0,100.0,0.0,0.0,0.0,4.0,0.329167,11.531073307365618,11.531073307365618
UTG,109.0,6.5,100.0,0.0,1.0,0.0,3.0,0.695833,249.35577166490785,242.85577166490785
BB,6.1,0.0,100.0,0.0,0.0,0.0,3.0,0.405556,4.16168991528218,4.16168991528218
HJ,184.0,28.0,100.0,0.0,1.0,0.0,4.0,0.6125,290.8387096774194,262.8387096774194
BB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.3625,3.127450980392157,3.127450980392157
SB,205.0,30.0,100.0,0.0,1.0,0.0,5.0,0.608333,318.403809869098,288.403809869098
BTN,10.0,0.0,100.0,0.0,0.0,0.0,3.0,0.466667,8.750011718757323,8.750011718757323
BB,116.8,14.0,100.0,0.0,1.0,0.0,3.0,0.470833,103.9242704099084,89.9242704099084
BB,144.0,28.0,100.0,0.0,1.0,0.0,4.0,0.402083,96.83610266976856,68.83610266976856
SB,5.5,0.0,100.0,0.0,0.0,0.0,3.0,0.390278,3.5205044266075363,3.5205044266075363
CO,53.2,0.0,100.0,0.0,0.0,0.0,5.0,0.391667,34.25210271348094,34.25210271348094
SB,128.0,13.0,100.0,0.0,1.0,0.0,4.0,0.379167,78.17460734207106,65.17460734207106
BB,130.5,14.0,100.0,0.0,1.0,0.0,4.0,0.602083,197.45784045416508,183.45784045416508
SB,23.0,0.0,100.0,0.0,0.0,1.0,4.0,0.275,8.724137931034484,8.724137931034484
SB,101.5,1.0,100.0,0.0,1.0,0.0,2.0,0.675,210.80769230769235,209.80769230769235
BB,7.0,0.0,100.0,0.0,0.0,0.0,4.0,0.44375,5.584269662921348,5.584269662921348
CO,3.5,0.0,100.0,0.0,0.0,0.0,2.0,0.604167,5.342112709147544,5.342112709147544
BB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.654167,6.620491682401623,4.620491682401623
BB,124.0,14.0,100.0,0.0,1.0,0.0,5.0,0.35,66.76923076923076,52.76923076923076
BB,105.0,2.0,100.0,0.0,1.0,0.0,4.0,0.219444,29.519496359005636,27.519496359005636
BTN,48.7,0.0,100.0,0.0,0.0,0.0,4.0,0.377083,29.480560170937707,29.480560170937707
SB,3.5,2.0,100.0,0.0,1.0,0.0,2.0,0.608333,5.436162607521186,3.4361626075211857
SB,135.5,23.0,100.0,0.0,1.0,0.0,4.0,0.514583,143.6414392161791,120.6414392161791
CO,3.5,0.0,100.0,0.0,0.0,0.0,2.0,0.570833,4.655333471585654,4.655333471585654
CO,130.8,21.0,100.0,0.0,1.0,0.0,4.0,0.270833,48.58277513930279,27.58277513930279
BB,9.0,0.0,100.0,0.0,0.0,0.0,5.0,0.381944,5.561787281411394,5.561787281411394
SB,4.0,0.0,100.0,0.0,0.0,0.0,2.0,0.708333,9.714270040834238,9.714270040834238
